title,artist,description,purchase_price,sale_price,gross_appreciation_multiplier,gross_appreciation_period,url,has_image,image_url
Jean michel-basquiat,ANDY WARHOL (b. 1928 d. 1987),gelatin silver print,$7.5K,$7.7K,1x,2 years,https://www.masterworks.com/research/artist/andy-warhol/artwork/jean-michel-basquiat-1984-w:5a761ae64f032c7,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/PHK0626lot68.jpg
Daisy,ANDY WARHOL (b. 1928 d. 1987),silkscreen on museum board,$53.8K,$54.9K,1x,14 years,https://www.masterworks.com/research/artist/andy-warhol/artwork/daisy-1982-w:2f0ff6d445047d3,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/SL16026lot346.jpg
Mao,ANDY WARHOL (b. 1928 d. 1987),acrylic oand silkscreen ink on canvas,$722.2K,$736.3K,1x,4 years,https://www.masterworks.com/research/artist/andy-warhol/artwork/mao-1974-w:356ff3984fb2760,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/PL16023lot12.jpg
Monkey (toy painting),ANDY WARHOL (b. 1928 d. 1987),acrylic and silkscreen on canvas,$94.8K,$94.8K,1x,less than a year,https://www.masterworks.com/research/artist/andy-warhol/artwork/monkey-(toy-painting)-1983-w:98e9f4c533cf8c8,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/BS14817lot46.jpg
Dollar sign,ANDY WARHOL (b. 1928 d. 1987),acrylic and silkscreen ink on canvas,$17.6K,$17.6K,1x,less than a year,https://www.masterworks.com/research/artist/andy-warhol/artwork/dollar-sign-1982-w:a6f745a38304103,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/SL15022lot167.jpg
Monkey (toy painting),ANDY WARHOL (b. 1928 d. 1987),acrylic and silkscreen on canvas,$218.5K,$218.5K,1x,less than a year,https://www.masterworks.com/research/artist/andy-warhol/artwork/monkey-(toy-painting)-1983-w:cf9a4dd0be15691,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/CS14817lot216.jpg
Double elvis [ferus type],ANDY WARHOL (b. 1928 d. 1987),silkscreen ink and spray paint on linen,$37M,$37M,1x,6 years,https://www.masterworks.com/research/artist/andy-warhol/artwork/double-elvis-[ferus-type]-1963-w:a84884497ce12d6,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/SN15968lot27.jpg
American man (portrait of watson powell),ANDY WARHOL (b. 1928 d. 1987),silkscreen ink and synthetic polymer on canvas,$150K,$149.5K,1x,6 years,https://www.masterworks.com/research/artist/andy-warhol/artwork/american-man-(portrait-of-watson-powell)-1964-w:d3fe344805817b5,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/BUK010713lot1122.jpg
Antoine grunn,ANDY WARHOL (b. 1928 d. 1987),"""synthetic polymer paint, paper collage and silkscreen ink on canvas""",$107.2K,$104.1K,1x,3 years,https://www.masterworks.com/research/artist/andy-warhol/artwork/antoine-grunn-1981-w:3c5d4409edb48be,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/SUK010817lot247.jpg
Mick jagger,ANDY WARHOL (b. 1928 d. 1987),acrylic and silkscreen inks on canvas,$1.5M,$1.4M,1x,5 years,https://www.masterworks.com/research/artist/andy-warhol/artwork/mick-jagger-1975-w:81896de19c61de3,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/SL7955lot27.jpg
Camouflage,ANDY WARHOL (b. 1928 d. 1987),acrylic and silkscreen inks on canvas,$149K,$143.8K,1x,3 years,https://www.masterworks.com/research/artist/andy-warhol/artwork/camouflage-1986-w:a602aaa00389373,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/SN13892lot258.jpg
Lips,ANDY WARHOL (b. 1928 d. 1987),screenprint and tape collage on paper,$27.5K,$26.3K,1x,5 years,https://www.masterworks.com/research/artist/andy-warhol/artwork/lips-w:93e0290b489c1e4,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/CN30000lot55.jpg
Skull,ANDY WARHOL (b. 1928 d. 1987),synthetic polymer and silkscreen ink on canvas,$611.2K,$578.5K,0.9x,3 years,https://www.masterworks.com/research/artist/andy-warhol/artwork/skull-1977-w:106c1aac9a5129d,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/SN2356lot47.jpg
Oxidation painting,ANDY WARHOL (b. 1928 d. 1987),copper metallic pigment and urine on canvas,$158.5K,$150K,0.9x,7 years,https://www.masterworks.com/research/artist/andy-warhol/artwork/oxidation-painting-1978-w:78230ccc70ee999,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/CN14188lot222.jpg
Big electric chair,ANDY WARHOL (b. 1928 d. 1987),acrylic and silkscreen ink on linen,$20.4M,$19M,0.9x,5 years,https://www.masterworks.com/research/artist/andy-warhol/artwork/big-electric-chair-1968-w:6631744558a2076,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/SN17649lot44.jpg
(ii) grapes,ANDY WARHOL (b. 1928 d. 1987),screenprint on strathmore bristol paper,$21.2K,$19.7K,0.9x,10 years,https://www.masterworks.com/research/artist/andy-warhol/artwork/(ii)-grapes-1979-w:fa96d77acd80152,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/PUK010717lot224B.jpg
Flowers,ANDY WARHOL (b. 1928 d. 1987),acrylic and silkscreen ink on canvas,$1.2M,$1.1M,0.9x,2 years,https://www.masterworks.com/research/artist/andy-warhol/artwork/flowers-1964-w:821d002426b62c8,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/SL7860lot24.jpg
Shot red marilyn,ANDY WARHOL (b. 1928 d. 1987),synthetic polymer inks on canvas,$4.1M,$3.6M,0.9x,5 years,https://www.masterworks.com/research/artist/andy-warhol/artwork/shot-red-marilyn-1964-w:e179fd9c5e03c57,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/CN7994lot37.jpg
"""brillo box, campbell's tomato juice box, heinz tomato ketchup box, del monte peach halves box""",ANDY WARHOL (b. 1928 d. 1987),four boxes-silkscreen inks and house paint on plywood,$4.7M,$4.2M,0.9x,6 years,"https://www.masterworks.com/research/artist/andy-warhol/artwork/%22brillo-box,-campbell's-tomato-juice-box,-heinz-tomato-ketchup-box,-del-monte-peach-halves-box%22-1964-w:b35622ef2253534",True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/SN2891lot31.jpg
Dollar sign,ANDY WARHOL (b. 1928 d. 1987),synthetic polymer and silkscreen ink on canvas,$503.5K,$444.5K,0.9x,3 years,https://www.masterworks.com/research/artist/andy-warhol/artwork/dollar-sign-1981-w:6944d1aa991dcb6,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/CN14996lot157%CE%92.jpg
How to tell you’re having a heart attack,ANDY WARHOL (b. 1928 d. 1987),silkscreen ink on canvas,$61K,$53.1K,0.9x,8 years,https://www.masterworks.com/research/artist/andy-warhol/artwork/how-to-tell-youre-having-a-heart-attack-1983-w:f099f80cdc3ed85,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/CUK010815lot237.jpg
Crab,ANDY WARHOL (b. 1928 d. 1987),synthetic polymer and silkscreen inks on canvas,$90K,$75K,0.8x,7 years,https://www.masterworks.com/research/artist/andy-warhol/artwork/crab-1982-w:106ba6d2ca54948,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/LN2786lot193.jpg
Dollar sign,ANDY WARHOL (b. 1928 d. 1987),acrylic and silkscreen ink on canvas,$1.2M,$966.3K,0.8x,10 years,https://www.masterworks.com/research/artist/andy-warhol/artwork/dollar-sign-1982-w:6396fea01797b84,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/SL18621lot213.jpg
Mark leibovitz,ANDY WARHOL (b. 1928 d. 1987),acrylic and silkscreen ink on canvas,$170.6K,$141.8K,0.8x,3 years,https://www.masterworks.com/research/artist/andy-warhol/artwork/mark-leibovitz-1977-w:e187edb09c29dbf,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/PPF1815lot175.jpg
Mao,ANDY WARHOL (b. 1928 d. 1987),graphite on paper,$266.5K,$221K,0.8x,5 years,https://www.masterworks.com/research/artist/andy-warhol/artwork/mao-1973-w:0c7efa0101a19f1,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/CN3791lot11.jpg
Valentine's hearts ad,ANDY WARHOL (b. 1928 d. 1987),acrylic and silkscreen ink on canvas,$78.1K,$64.6K,0.8x,6 years,https://www.masterworks.com/research/artist/andy-warhol/artwork/valentine's-hearts-ad-w:45e480dd16a16a6,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/SL21027lot77.jpg
Shadows,ANDY WARHOL (b. 1928 d. 1987),"""acrylic, silkscreen ink and diamond dust on canvas""",$182.5K,$150K,0.8x,9 years,https://www.masterworks.com/research/artist/andy-warhol/artwork/shadows-1980-w:84b9f701272398c,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/CN17164lot136.jpg
Shoes,ANDY WARHOL (b. 1928 d. 1987),ink and acrylic on paper,$80K,$65.5K,0.8x,10 years,https://www.masterworks.com/research/artist/andy-warhol/artwork/shoes-w:f9a7035d27d5074,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/PUK010721lot198.jpg
Valentine's hearts ad,ANDY WARHOL (b. 1928 d. 1987),acrylic and silkscreen ink on canvas,$78.1K,$62.7K,0.8x,5 years,https://www.masterworks.com/research/artist/andy-warhol/artwork/valentine's-hearts-ad-1983-w:2d5343b5e53d3bd,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/SL20025lot156.jpg
"""joseph kennedy iii orange, red, pink""",ANDY WARHOL (b. 1928 d. 1987),screenprint on hmp paper,$12.5K,$10K,0.8x,6 years,"https://www.masterworks.com/research/artist/andy-warhol/artwork/%22joseph-kennedy-iii-orange,-red,-pink%22-1986-w:5276801baaeaf45",True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/PN09403lot155.jpg
Four electric chairs,ANDY WARHOL (b. 1928 d. 1987),silkscreen inks and synthetic polymer on canvas,$1.6M,$1.3M,0.8x,9 years,https://www.masterworks.com/research/artist/andy-warhol/artwork/four-electric-chairs-1964-w:992a778e61b96ea,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/SL6061lot49A.jpg
Flower for tacoma dome,ANDY WARHOL (b. 1928 d. 1987),color silkscreen,$76.2K,$59.4K,0.8x,10 years,https://www.masterworks.com/research/artist/andy-warhol/artwork/flower-for-tacoma-dome-1982-w:6e64502653b7563,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/SN08967lot272.jpg
Absolut vodka,ANDY WARHOL (b. 1928 d. 1987),ink on paper,$72K,$55.4K,0.8x,12 years,https://www.masterworks.com/research/artist/andy-warhol/artwork/absolut-vodka-1985-w:3c7297240db356d,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/CL19023lot282.jpg
Hand with flowers,ANDY WARHOL (b. 1928 d. 1987),hand-coloured lithograph on paper,$21.3K,$16.4K,0.8x,3 years,https://www.masterworks.com/research/artist/andy-warhol/artwork/hand-with-flowers-1957-w:b54311173f9df15,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/GUK010819lot831.jpg
Coca-cola,ANDY WARHOL (b. 1928 d. 1987),pencil and ink on paper,$952.9K,$732.5K,0.8x,11 years,https://www.masterworks.com/research/artist/andy-warhol/artwork/coca-cola-1962-w:b0076134e61436a,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/SN09141lot74.jpg
Somebody with a body,ANDY WARHOL (b. 1928 d. 1987),acrylic and silkscreen ink on canvas,$90K,$68.8K,0.8x,12 years,https://www.masterworks.com/research/artist/andy-warhol/artwork/somebody-with-a-body-1985-w:1377dff6cc3328e,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/SN17164lot340.jpg
Campbell's onion soup box,ANDY WARHOL (b. 1928 d. 1987),synthetic polymer and silkscreen ink on canvas,$132K,$100K,0.8x,13 years,https://www.masterworks.com/research/artist/andy-warhol/artwork/campbell's-onion-soup-box-1986-w:9f5ffd48ccbd9fc,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/SO19580lot23.jpg
Campbell's chicken noodle soup box,ANDY WARHOL (b. 1928 d. 1987),synthetic polymer paint and silkscreen ink on canvas,$314.5K,$236.9K,0.8x,9 years,https://www.masterworks.com/research/artist/andy-warhol/artwork/campbell's-chicken-noodle-soup-box-1986-w:6fd983563ff885c,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/SS17575lot191.jpg
Tomato juice box,ANDY WARHOL (b. 1928 d. 1987),silkscreen ink and house paint on plywood,$482.5K,$346.1K,0.7x,3 years,https://www.masterworks.com/research/artist/andy-warhol/artwork/tomato-juice-box-1964-w:f62c9d488beba00,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/CUK010113lot115.jpg
Gun,ANDY WARHOL (b. 1928 d. 1987),acrylic and silkscreen ink on canvas,$884.6K,$625K,0.7x,14 years,https://www.masterworks.com/research/artist/andy-warhol/artwork/gun-1981-w:9d5d106c91b88fd,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/CN19810lot238A.jpg
Yellow flowers,ANDY WARHOL (b. 1928 d. 1987),synthetic polymer and silkscreen inks on canvas,$605K,$420.5K,0.7x,9 years,https://www.masterworks.com/research/artist/andy-warhol/artwork/yellow-flowers-1964-w:97cce35eca64868,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/CN9066lot91A.jpg
Meryl streep,ANDY WARHOL (b. 1928 d. 1987),"""acrylic, silverpaint and silkscreen ink on canvas, in 2 parts""",$1.1M,$735K,0.7x,11 years,https://www.masterworks.com/research/artist/andy-warhol/artwork/meryl-streep-1984-w:c62325ddee831fa,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/CN09824lot108.jpg
Marella agnelli,ANDY WARHOL (b. 1928 d. 1987),acrylic and silkscreen ink on canvas,$290.5K,$200K,0.7x,5 years,https://www.masterworks.com/research/artist/andy-warhol/artwork/marella-agnelli-1973-w:7c6b61a446cf71c,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/CN09762lot116.jpg
Flowers (three works),ANDY WARHOL (b. 1928 d. 1987),acrylic and silkscreen ink on linen,$360K,$247.1K,0.7x,12 years,https://www.masterworks.com/research/artist/andy-warhol/artwork/flowers-(three-works)-1964-w:b20aeaf0c0a66f2,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/SHK0885lot1152B.jpg
Still life (flowers),ANDY WARHOL (b. 1928 d. 1987),ink on paper,$18K,$12K,0.7x,5 years,https://www.masterworks.com/research/artist/andy-warhol/artwork/still-life-(flowers)-1956-w:8074e8e6d889573,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/SN08226lot254.jpg
Dollar bill,ANDY WARHOL (b. 1928 d. 1987),graphite on paper,$186K,$120K,0.6x,13 years,https://www.masterworks.com/research/artist/andy-warhol/artwork/dollar-bill-1964-w:27e7def6e562f66,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/CN17650lot146.jpg
I. work boots (positive); ii. work boots (negative) [two works],ANDY WARHOL (b. 1928 d. 1987),acrylic and silkscreen ink on canvas,$137K,$87.5K,0.6x,3 years,https://www.masterworks.com/research/artist/andy-warhol/artwork/i.-work-boots-(positive);-ii.-work-boots-(negative)-[two-works]-1986-w:c1543e8a2e348b4,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/CN09714lot287.jpg
Rebel without a cause (james dean),ANDY WARHOL (b. 1928 d. 1987),synthetic polymer and silkscreen ink on canvas,$1.3M,$845K,0.6x,7 years,https://www.masterworks.com/research/artist/andy-warhol/artwork/rebel-without-a-cause-(james-dean)-1985-w:68768cdc3c23cb9,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/CN3791lot156.jpg
Still life (strawberry flowers),ANDY WARHOL (b. 1928 d. 1987),ink and dye on paper,$24.9K,$15.6K,0.6x,5 years,https://www.masterworks.com/research/artist/andy-warhol/artwork/still-life-(strawberry-flowers)-1956-w:f174d885ea61df5,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/SN08226lot253.jpg
Portrait of john mcenroe and tatum o'neal,ANDY WARHOL (b. 1928 d. 1987),acrylic and silkscreen ink on canvas,$480.8K,$301K,0.6x,11 years,https://www.masterworks.com/research/artist/andy-warhol/artwork/portrait-of-john-mcenroe-and-tatum-o'neal-1986-w:7166644843c495f,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/SL19023lot27.jpg
Heinz box,ANDY WARHOL (b. 1928 d. 1987),synthetic polymer silkscreened on wood,$60.7K,$37.6K,0.6x,9 years,https://www.masterworks.com/research/artist/andy-warhol/artwork/heinz-box-1964-w:562b2d5e3dfd55b,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/SL6008lot333.jpg
Dollar sign,ANDY WARHOL (b. 1928 d. 1987),acrylic and silkscreen ink on canvas,$331.7K,$200K,0.6x,5 years,https://www.masterworks.com/research/artist/andy-warhol/artwork/dollar-sign-1981-w:10fce75a2cb8ae4,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/PN16978lot156.jpg
Dog,ANDY WARHOL (b. 1928 d. 1987),pencil on paper,$44.9K,$26.7K,0.6x,6 years,https://www.masterworks.com/research/artist/andy-warhol/artwork/dog-1985-w:4c1b5826f6b3133,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/CL13023lot720.jpg
Detail of the last supper,ANDY WARHOL (b. 1928 d. 1987),acrylic and silkscreen ink on canvas,$337K,$198.6K,0.6x,11 years,https://www.masterworks.com/research/artist/andy-warhol/artwork/detail-of-the-last-supper-1986-w:3792b001c628a44,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/SL18621lot307.jpg
Two multicoloured marilyns (reversal series),ANDY WARHOL (b. 1928 d. 1987),acrylic and silkscreen ink on canvas,$1.4M,$773K,0.6x,4 years,https://www.masterworks.com/research/artist/andy-warhol/artwork/two-multicoloured-marilyns-(reversal-series)-1979-w:7207609b59ec642,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/SL11021lotnan.jpg
Mao,ANDY WARHOL (b. 1928 d. 1987),acrylic and silkscreen ink on canvas,$1.5M,$790K,0.5x,13 years,https://www.masterworks.com/research/artist/andy-warhol/artwork/mao-1973-w:277ce7ab0ce8162,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/CN17650lot161.jpg
Marilyn monroe (marilyn),ANDY WARHOL (b. 1928 d. 1987),"""screenprint in colours, on wove paper, the full sheet""",$72.1K,$38.4K,0.5x,2 years,https://www.masterworks.com/research/artist/andy-warhol/artwork/marilyn-monroe-(marilyn)-1967-w:b8d13d28e985b61,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/CHK010417lot262.jpg
"""mick jagger, 1975""",ANDY WARHOL (b. 1928 d. 1987),"""polaroid print, mounted on board""",$16.5K,$8.7K,0.5x,10 years,"https://www.masterworks.com/research/artist/andy-warhol/artwork/%22mick-jagger,-1975%22-1975-w:5cc176ab167e3ee",True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/PL18504lot50.jpg
Andy warhol with vintage camera,ANDY WARHOL (b. 1928 d. 1987),22.86 cm x 27.94 cm,$23.8K,$12.5K,0.5x,5 years,https://www.masterworks.com/research/artist/andy-warhol/artwork/andy-warhol-with-vintage-camera-1971-w:3357625bcee2794,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/CN18977lot76.jpg
Jackie (gold),ANDY WARHOL (b. 1928 d. 1987),spray enamel and silkscreen ink on canvas,$1.5M,$735K,0.5x,4 years,https://www.masterworks.com/research/artist/andy-warhol/artwork/jackie-(gold)-1964-w:1fca36a05da7058,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/CN16978lot498.jpg
Jackie,ANDY WARHOL (b. 1928 d. 1987),synthetic polymer and silkscreen ink on canvas,$2.8M,$1.4M,0.5x,8 years,https://www.masterworks.com/research/artist/andy-warhol/artwork/jackie-1964-w:c9df13567d4a88e,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/CN3791lot84.jpg
Somebody wants to buy your apartment building!,ANDY WARHOL (b. 1928 d. 1987),synthetic polymer paint and silkscreen ink on canvas,$964K,$458.5K,0.5x,2 years,https://www.masterworks.com/research/artist/andy-warhol/artwork/somebody-wants-to-buy-your-apartment-building!-1986-w:7da53d7f82f5152,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/SN08551lot22.jpg
Untitled (shoe),ANDY WARHOL (b. 1928 d. 1987),58.42 cm x 33.02 cm,$64K,$25K,0.4x,19 years,https://www.masterworks.com/research/artist/andy-warhol/artwork/untitled-(shoe)-1956-w:863a6c5227c9a8e,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/SN18982lot315.jpg
Diamond dust gem,ANDY WARHOL (b. 1928 d. 1987),"""synthetic polymer, fluorescent silkscreen ink and diamond dust on canvas""",$517.1K,$182.5K,0.4x,2 years,https://www.masterworks.com/research/artist/andy-warhol/artwork/diamond-dust-gem-1979-w:78e2bfd18675bfe,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/SN2168lot413.jpg
Jackie,ANDY WARHOL (b. 1928 d. 1987),silkscreen ink on acetate on paper collage mounted on paperboard,$626.5K,$200K,0.3x,7 years,https://www.masterworks.com/research/artist/andy-warhol/artwork/jackie-1968-w:b604d1fb2592f26,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/CN17650lot214.jpg
Camouflage,ANDY WARHOL (b. 1928 d. 1987),acrylic and silkscreen ink on canvas,$529K,$150K,0.3x,12 years,https://www.masterworks.com/research/artist/andy-warhol/artwork/camouflage-1986-w:c5a88a79dc7c981,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/CN17650lot167.jpg
Dollar sign,ANDY WARHOL (b. 1928 d. 1987),graphite on hmp paper,$348K,$72.3K,0.2x,5 years,https://www.masterworks.com/research/artist/andy-warhol/artwork/dollar-sign-1981-w:03c15ba257fc7a5,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/SHK0390lot331.jpg
